1,2880
1,377
1,3748
1,3630
1,896
1,2917
1,1809
1,3710
1,2955
1,3538
1,3152
2,1525
2,2718
2,1704
2,3782
2,3510
2,3079
2,3517
2,3270
2,1834
2,318
2,3456
2,3163
2,2124
2,2514
2,265
2,2962
2,3534
2,85
2,1370
2,2485
2,3403
2,2857
2,1043
2,3653
2,1895
2,2801
2,42
2,580
2,1317
2,2141
2,3180
2,1444
2,3417
2,3424
2,1391
2,354
2,1929
2,2726
2,106
2,1810
2,3058
2,1946
2,1311
2,2560
2,368
2,1215
3,3514
3,932
3,1168
3,1479
3,1835
3,2478
3,1843
3,3233
3,2795
3,3041
3,3477
3,3729
3,2268
3,1984
3,3125
3,791
3,2038
3,1223
3,299
3,1935
3,1402
3,511
4,2946
4,1657
4,2769
4,2051
4,2293
4,3417
4,429
4,3212
4,1165
4,2409
4,552
4,314
4,1771
4,2412
4,989
4,3299
4,316
4,3018
4,77
4,3760
4,1621
4,1839
4,2462
4,1780
4,3274
4,40
4,1118
4,1961
4,1613
4,2771
4,1435
4,1729
4,3404
4,88
4,2866
4,1062
4,2194
4,2020
4,2431
4,2803
4,2023
4,3656
4,2735
4,811
4,1505
4,3551
4,223
4,1012
4,3113
4,376
4,2382
4,3119
4,3490
4,1201
4,2388
4,2989
4,356
4,2626
4,2590
4,1930
4,730
4,3736
4,2667
4,1268
4,3617
4,109
4,1897
4,1379
4,940
4,3424
4,3503
4,2154
4,478
4,2698
4,422
5,1789
5,3777
5,1713
5,3171
5,680
5,2245
5,779
5,598
5,413
5,1656
5,583
5,3741
5,172
5,110
5,1074
5,1153
5,1510
5,3048
5,822
6,3508
6,635
6,1702
6,2583
6,247
6,2719
6,1293
6,2561
6,2806
6,2829
6,2772
6,469
6,1427
6,1764
6,2896
6,322
6,628
6,382
6,3759
6,1894
6,2519
6,3705
6,1048
6,3458
6,2419
6,2746
6,372
6,3589
6,1240
6,2787
6,200
6,1111
6,1620
6,1703
6,3662
6,2728
6,2537
6,3066
6,3777
6,3284
6,773
6,1678
6,1501
6,2247
6,2138
6,1738
6,1202
6,2736
6,3578
6,3415
6,2559
6,1682
6,157
6,2141
6,3839
6,715
6,723
6,3047
6,1101
6,2593
6,467
6,292
6,3252
6,3827
6,1574
6,850
6,1867
6,2392
6,2882
6,61
6,1171
6,2997
6,384
6,3706
6,2756
6,476
6,795
6,1211
6,1463
6,1565
6,921
6,3312
6,1093
7,2409
7,2530
7,2732
7,1299
7,3532
7,2140
7,670
7,2044
7,156
7,2370
8,1090
8,679
8,2872
8,309
8,3316
8,3303
8,3324
8,3374
8,772
8,2351
8,1103
8,3518
8,1951
8,1536
8,990
8,1596
8,1904
8,3347
8,3096
8,1848
8,2291
8,1718
8,1542
8,2478
8,699
8,942
8,1948
8,875
8,1481
8,1547
8,3286
8,2838
8,3802
8,3775
8,511
8,891
8,3344
8,3167
8,3110
8,3783
8,1679
8,777
8,2484
8,519
8,100
8,1443
8,3605
8,1791
8,1745
8,224
8,3729
8,717
8,1981
8,3671
8,3041
8,1805
8,516
8,1571
8,2269
8,2210
8,1866
8,3357
8,752
8,2274
8,2038
8,361
8,2996
8,1641
8,2506
8,3853
8,1427
8,3857
8,3063
8,1275
8,177
8,1303
8,368
8,1214
8,1341
9,712
9,2569
9,1623
9,982
9,2213
9,1178
9,650
9,1338
10,3437
11,425
11,2167
11,3819
11,937
11,2549
11,992
11,1237
11,198
11,144
11,1964
11,2484
11,3402
11,36
11,3653
11,1972
11,1253
11,2197
11,2142
11,49
11,353
11,2201
11,2389
11,358
11,1087
11,1273
11,1799
11,1560
12,373
12,3464
12,1286
12,2170
12,2953
12,130
12,3080
12,2441
12,2711
12,871
12,2777
12,590
12,3833
12,2417
12,1540
12,1156
12,2716
12,1180
12,1299
12,2126
12,2314
12,1611
12,390
12,2315
12,3398
12,1057
12,2665
12,1000
12,1676
12,2858
12,2608
12,3283
12,397
12,326
12,1170
12,780
12,465
12,784
12,3666
12,1017
12,3254
12,2993
12,3123
12,1143
12,623
12,535
12,3407
12,2510
13,3138
13,1094
13,1941
13,2641
13,1576
13,2249
13,2179
13,2902
13,1237
13,265
13,1959
13,269
13,3648
13,2911
13,2912
13,3174
13,281
13,1255
13,521
13,3423
13,1980
13,2685
13,3666
13,1985
13,2729
13,52
13,2450
13,1799
13,1758
13,2698
13,2225
13,803
13,1998
13,3451
13,391
13,819
13,1544
13,2720
13,824
13,825
13,831
13,89
13,3241
13,2260
13,842
13,1806
13,355
13,2993
13,2039
13,605
13,2287
13,3258
13,3685
13,1348
13,123
13,128
13,3012
13,3271
13,875
13,3207
13,3771
13,3279
13,144
